Train Epoch: 1, Test set: Average loss: 1.4828, Accuracy: 5802/10000 (58.020%)
Train Epoch: 2, Test set: Average loss: 1.4255, Accuracy: 5981/10000 (59.810%)
Train Epoch: 3, Test set: Average loss: 1.3314, Accuracy: 6056/10000 (60.560%)
Train Epoch: 4, Test set: Average loss: 1.3204, Accuracy: 6115/10000 (61.150%)
Train Epoch: 5, Test set: Average loss: 1.3093, Accuracy: 6104/10000 (61.040%)
Train Epoch: 6, Test set: Average loss: 1.3022, Accuracy: 6158/10000 (61.580%)
Train Epoch: 7, Test set: Average loss: 1.2583, Accuracy: 6164/10000 (61.640%)
Train Epoch: 8, Test set: Average loss: 1.2801, Accuracy: 6188/10000 (61.880%)
Train Epoch: 9, Test set: Average loss: 1.2410, Accuracy: 6236/10000 (62.360%)
Train Epoch: 10, Test set: Average loss: 1.2499, Accuracy: 6228/10000 (62.280%)
Train Epoch: 11, Test set: Average loss: 1.0898, Accuracy: 7084/10000 (70.840%)
Train Epoch: 12, Test set: Average loss: 1.0438, Accuracy: 7129/10000 (71.290%)
Train Epoch: 13, Test set: Average loss: 1.0616, Accuracy: 7117/10000 (71.170%)
Train Epoch: 14, Test set: Average loss: 1.0530, Accuracy: 7167/10000 (71.670%)
Train Epoch: 15, Test set: Average loss: 1.0279, Accuracy: 7172/10000 (71.720%)
Train Epoch: 16, Test set: Average loss: 1.0281, Accuracy: 7156/10000 (71.560%)
Train Epoch: 17, Test set: Average loss: 1.0488, Accuracy: 7153/10000 (71.530%)
Train Epoch: 18, Test set: Average loss: 0.9457, Accuracy: 7792/10000 (77.920%)
Train Epoch: 19, Test set: Average loss: 0.9060, Accuracy: 7795/10000 (77.950%)
Train Epoch: 20, Test set: Average loss: 0.9059, Accuracy: 7818/10000 (78.180%)
Train Epoch: 21, Test set: Average loss: 0.9121, Accuracy: 7885/10000 (78.850%)
Train Epoch: 22, Test set: Average loss: 0.8931, Accuracy: 7849/10000 (78.490%)
Train Epoch: 23, Test set: Average loss: 0.8971, Accuracy: 7868/10000 (78.680%)
Train Epoch: 24, Test set: Average loss: 0.8709, Accuracy: 7928/10000 (79.280%)
Train Epoch: 25, Test set: Average loss: 0.8749, Accuracy: 7927/10000 (79.270%)
Train Epoch: 26, Test set: Average loss: 0.8805, Accuracy: 7911/10000 (79.110%)
Train Epoch: 27, Test set: Average loss: 0.7894, Accuracy: 8715/10000 (87.150%)
Train Epoch: 28, Test set: Average loss: 0.6818, Accuracy: 8870/10000 (88.700%)
Train Epoch: 29, Test set: Average loss: 0.6857, Accuracy: 8872/10000 (88.720%)
Train Epoch: 30, Test set: Average loss: 0.6606, Accuracy: 8900/10000 (89.000%)
Train Epoch: 31, Test set: Average loss: 0.6672, Accuracy: 8909/10000 (89.090%)
Train Epoch: 32, Test set: Average loss: 0.6389, Accuracy: 8913/10000 (89.130%)
Train Epoch: 33, Test set: Average loss: 0.6332, Accuracy: 8912/10000 (89.120%)
Train Epoch: 34, Test set: Average loss: 0.6678, Accuracy: 8930/10000 (89.300%)
Train Epoch: 35, Test set: Average loss: 0.6612, Accuracy: 8936/10000 (89.360%)
Train Epoch: 36, Test set: Average loss: 0.6599, Accuracy: 8928/10000 (89.280%)
Train Epoch: 37, Test set: Average loss: 0.6369, Accuracy: 8959/10000 (89.590%)
Train Epoch: 38, Test set: Average loss: 0.6684, Accuracy: 8967/10000 (89.670%)
Train Epoch: 39, Test set: Average loss: 0.6382, Accuracy: 8911/10000 (89.110%)
Train Epoch: 40, Test set: Average loss: 0.6458, Accuracy: 8933/10000 (89.330%)
Train Epoch: 41, Test set: Average loss: 0.6551, Accuracy: 8971/10000 (89.710%)
Train Epoch: 42, Test set: Average loss: 0.6296, Accuracy: 8969/10000 (89.690%)
Train Epoch: 43, Test set: Average loss: 0.6064, Accuracy: 8984/10000 (89.840%)
Train Epoch: 44, Test set: Average loss: 0.6258, Accuracy: 8950/10000 (89.500%)
Train Epoch: 45, Test set: Average loss: 0.6123, Accuracy: 8985/10000 (89.850%)
Train Epoch: 46, Test set: Average loss: 0.6070, Accuracy: 8983/10000 (89.830%)
Train Epoch: 47, Test set: Average loss: 0.5911, Accuracy: 8996/10000 (89.960%)
Train Epoch: 48, Test set: Average loss: 0.6040, Accuracy: 9011/10000 (90.110%)
Train Epoch: 49, Test set: Average loss: 0.6098, Accuracy: 8976/10000 (89.760%)
Train Epoch: 50, Test set: Average loss: 0.6318, Accuracy: 9013/10000 (90.130%)
Train Epoch: 51, Test set: Average loss: 0.5983, Accuracy: 9001/10000 (90.010%)
Train Epoch: 52, Test set: Average loss: 0.5944, Accuracy: 9018/10000 (90.180%)
Train Epoch: 53, Test set: Average loss: 0.6002, Accuracy: 9004/10000 (90.040%)
Train Epoch: 54, Test set: Average loss: 0.6290, Accuracy: 9005/10000 (90.050%)
Train Epoch: 55, Test set: Average loss: 0.5935, Accuracy: 9033/10000 (90.330%)
Train Epoch: 56, Test set: Average loss: 0.6268, Accuracy: 9025/10000 (90.250%)
Train Epoch: 57, Test set: Average loss: 0.6378, Accuracy: 9007/10000 (90.070%)
Train Epoch: 58, Test set: Average loss: 0.6149, Accuracy: 9004/10000 (90.040%)
Train Epoch: 59, Test set: Average loss: 0.5951, Accuracy: 9031/10000 (90.310%)
Train Epoch: 60, Test set: Average loss: 0.5822, Accuracy: 8994/10000 (89.940%)
Train Epoch: 61, Test set: Average loss: 0.5946, Accuracy: 9027/10000 (90.270%)
Train Epoch: 62, Test set: Average loss: 0.6128, Accuracy: 9042/10000 (90.420%)
Train Epoch: 63, Test set: Average loss: 0.6080, Accuracy: 9039/10000 (90.390%)
Train Epoch: 64, Test set: Average loss: 0.5975, Accuracy: 9055/10000 (90.550%)
Train Epoch: 65, Test set: Average loss: 0.5901, Accuracy: 9043/10000 (90.430%)
Train Epoch: 66, Test set: Average loss: 0.5791, Accuracy: 9045/10000 (90.450%)
Train Epoch: 67, Test set: Average loss: 0.6063, Accuracy: 9025/10000 (90.250%)
Train Epoch: 68, Test set: Average loss: 0.5782, Accuracy: 9052/10000 (90.520%)
Train Epoch: 69, Test set: Average loss: 0.5880, Accuracy: 9062/10000 (90.620%)
Train Epoch: 70, Test set: Average loss: 0.5863, Accuracy: 9056/10000 (90.560%)
Train Epoch: 71, Test set: Average loss: 0.5761, Accuracy: 9043/10000 (90.430%)
