1	40.290
5	36.372
0	36.131
10	41.022
20	41.263
30	40.597
40	41.099
50	40.805
60	40.435
70	40.584
80	40.801
90	41.331
100	41.724
110	41.921
120	41.225
130	41.471
140	41.482
150	41.428
160	42.328
170	42.313
180	41.685
190	43.282
200	42.531
210	42.161
220	42.331
230	43.665
240	42.581
250	42.616
260	44.198
270	43.795
280	42.849
290	38.032
300	37.974
