1	52.325
5	48.212
0	40.546
10	40.702
20	40.822
30	40.794
40	40.871
50	40.980
60	40.954
70	41.063
80	41.669
90	41.870
100	41.203
110	41.977
120	41.189
130	42.331
140	42.108
150	41.712
160	41.326
170	41.441
180	42.063
190	42.858
200	42.994
210	42.519
220	41.616
230	41.699
240	41.766
250	41.838
260	44.037
270	42.133
280	42.721
290	41.998
300	43.746
