Train Epoch: 1, Test set: Average loss: 1.0858, Accuracy: 7934/10000 (79.340%)
Train Epoch: 2, Test set: Average loss: 0.9637, Accuracy: 8211/10000 (82.110%)
Train Epoch: 3, Test set: Average loss: 0.9371, Accuracy: 8386/10000 (83.860%)
Train Epoch: 4, Test set: Average loss: 0.8997, Accuracy: 8457/10000 (84.570%)
Train Epoch: 5, Test set: Average loss: 0.8780, Accuracy: 8496/10000 (84.960%)
Train Epoch: 6, Test set: Average loss: 0.8223, Accuracy: 8558/10000 (85.580%)
Train Epoch: 7, Test set: Average loss: 0.8181, Accuracy: 8616/10000 (86.160%)
Train Epoch: 8, Test set: Average loss: 0.7942, Accuracy: 8629/10000 (86.290%)
Train Epoch: 9, Test set: Average loss: 0.8173, Accuracy: 8588/10000 (85.880%)
Train Epoch: 10, Test set: Average loss: 0.7986, Accuracy: 8674/10000 (86.740%)
Train Epoch: 11, Test set: Average loss: 0.7943, Accuracy: 8685/10000 (86.850%)
Train Epoch: 12, Test set: Average loss: 0.7688, Accuracy: 8727/10000 (87.270%)
Train Epoch: 13, Test set: Average loss: 0.7153, Accuracy: 8731/10000 (87.310%)
Train Epoch: 14, Test set: Average loss: 0.7164, Accuracy: 8740/10000 (87.400%)
Train Epoch: 15, Test set: Average loss: 0.7135, Accuracy: 8680/10000 (86.800%)
Train Epoch: 16, Test set: Average loss: 0.7304, Accuracy: 8772/10000 (87.720%)
Train Epoch: 17, Test set: Average loss: 0.7453, Accuracy: 8770/10000 (87.700%)
Train Epoch: 18, Test set: Average loss: 0.7274, Accuracy: 8793/10000 (87.930%)
Train Epoch: 19, Test set: Average loss: 0.7042, Accuracy: 8792/10000 (87.920%)
Train Epoch: 20, Test set: Average loss: 0.6937, Accuracy: 8819/10000 (88.190%)
Train Epoch: 21, Test set: Average loss: 0.6987, Accuracy: 8844/10000 (88.440%)
Train Epoch: 22, Test set: Average loss: 0.6935, Accuracy: 8848/10000 (88.480%)
Train Epoch: 23, Test set: Average loss: 0.7011, Accuracy: 8793/10000 (87.930%)
Train Epoch: 24, Test set: Average loss: 0.6775, Accuracy: 8860/10000 (88.600%)
Train Epoch: 25, Test set: Average loss: 0.6923, Accuracy: 8865/10000 (88.650%)
Train Epoch: 26, Test set: Average loss: 0.6608, Accuracy: 8855/10000 (88.550%)
Train Epoch: 27, Test set: Average loss: 0.6638, Accuracy: 8882/10000 (88.820%)
Train Epoch: 28, Test set: Average loss: 0.6617, Accuracy: 8896/10000 (88.960%)
Train Epoch: 29, Test set: Average loss: 0.6572, Accuracy: 8887/10000 (88.870%)
Train Epoch: 30, Test set: Average loss: 0.6593, Accuracy: 8870/10000 (88.700%)
Train Epoch: 31, Test set: Average loss: 0.6563, Accuracy: 8910/10000 (89.100%)
Train Epoch: 32, Test set: Average loss: 0.6608, Accuracy: 8914/10000 (89.140%)
Train Epoch: 33, Test set: Average loss: 0.6507, Accuracy: 8917/10000 (89.170%)
Train Epoch: 34, Test set: Average loss: 0.6370, Accuracy: 8916/10000 (89.160%)
