1	93.489
5	98.101
0	98.700
10	93.790
20	100.739
30	96.377
40	102.193
50	103.600
60	104.711
70	105.901
80	107.136
90	110.119
100	106.239
110	108.312
120	112.834
130	114.073
140	116.213
160	113.625
170	119.444
180	119.803
190	121.021
200	122.307
210	123.602
230	124.245
240	127.731
250	128.837
260	130.653
270	131.790
280	127.522
290	134.294
300	134.824
