Train Epoch: 1, Test set: Average loss: 1.2279, Accuracy: 7235/10000 (72.350%)
Train Epoch: 2, Test set: Average loss: 1.1404, Accuracy: 7455/10000 (74.550%)
Train Epoch: 3, Test set: Average loss: 1.0814, Accuracy: 7482/10000 (74.820%)
Train Epoch: 4, Test set: Average loss: 1.0919, Accuracy: 7595/10000 (75.950%)
Train Epoch: 5, Test set: Average loss: 0.9675, Accuracy: 8354/10000 (83.540%)
Train Epoch: 6, Test set: Average loss: 0.9348, Accuracy: 8365/10000 (83.650%)
Train Epoch: 7, Test set: Average loss: 0.8856, Accuracy: 8312/10000 (83.120%)
Train Epoch: 8, Test set: Average loss: 0.9046, Accuracy: 8455/10000 (84.550%)
Train Epoch: 9, Test set: Average loss: 0.8403, Accuracy: 8473/10000 (84.730%)
Train Epoch: 10, Test set: Average loss: 0.8719, Accuracy: 8482/10000 (84.820%)
Train Epoch: 11, Test set: Average loss: 0.8521, Accuracy: 8405/10000 (84.050%)
Train Epoch: 12, Test set: Average loss: 0.8407, Accuracy: 8492/10000 (84.920%)
Train Epoch: 13, Test set: Average loss: 0.8966, Accuracy: 8386/10000 (83.860%)
Train Epoch: 14, Test set: Average loss: 0.8505, Accuracy: 8508/10000 (85.080%)
Train Epoch: 15, Test set: Average loss: 0.8318, Accuracy: 8574/10000 (85.740%)
Train Epoch: 16, Test set: Average loss: 0.8260, Accuracy: 8543/10000 (85.430%)
Train Epoch: 17, Test set: Average loss: 0.8528, Accuracy: 8571/10000 (85.710%)
Train Epoch: 18, Test set: Average loss: 0.8116, Accuracy: 8562/10000 (85.620%)
Train Epoch: 19, Test set: Average loss: 0.7987, Accuracy: 8564/10000 (85.640%)
Train Epoch: 20, Test set: Average loss: 0.8246, Accuracy: 8558/10000 (85.580%)
Train Epoch: 21, Test set: Average loss: 0.8496, Accuracy: 8595/10000 (85.950%)
Train Epoch: 22, Test set: Average loss: 0.8379, Accuracy: 8590/10000 (85.900%)
Train Epoch: 23, Test set: Average loss: 0.8327, Accuracy: 8519/10000 (85.190%)
Train Epoch: 24, Test set: Average loss: 0.7944, Accuracy: 8615/10000 (86.150%)
Train Epoch: 25, Test set: Average loss: 0.8127, Accuracy: 8621/10000 (86.210%)
Train Epoch: 26, Test set: Average loss: 0.7833, Accuracy: 8542/10000 (85.420%)
Train Epoch: 27, Test set: Average loss: 0.8163, Accuracy: 8632/10000 (86.320%)
Train Epoch: 28, Test set: Average loss: 0.8068, Accuracy: 8634/10000 (86.340%)
Train Epoch: 29, Test set: Average loss: 0.7995, Accuracy: 8634/10000 (86.340%)
Train Epoch: 30, Test set: Average loss: 0.7845, Accuracy: 8605/10000 (86.050%)
Train Epoch: 31, Test set: Average loss: 0.7974, Accuracy: 8665/10000 (86.650%)
Train Epoch: 32, Test set: Average loss: 0.7716, Accuracy: 8650/10000 (86.500%)
Train Epoch: 33, Test set: Average loss: 0.7703, Accuracy: 8661/10000 (86.610%)
Train Epoch: 34, Test set: Average loss: 0.8018, Accuracy: 8626/10000 (86.260%)
Train Epoch: 35, Test set: Average loss: 0.7762, Accuracy: 8623/10000 (86.230%)
Train Epoch: 36, Test set: Average loss: 0.7897, Accuracy: 8648/10000 (86.480%)
Train Epoch: 37, Test set: Average loss: 0.7856, Accuracy: 8683/10000 (86.830%)
Train Epoch: 38, Test set: Average loss: 0.8066, Accuracy: 8646/10000 (86.460%)
Train Epoch: 39, Test set: Average loss: 0.7757, Accuracy: 8604/10000 (86.040%)
Train Epoch: 40, Test set: Average loss: 0.7807, Accuracy: 8691/10000 (86.910%)
Train Epoch: 41, Test set: Average loss: 0.7908, Accuracy: 8665/10000 (86.650%)
Train Epoch: 42, Test set: Average loss: 0.8111, Accuracy: 8656/10000 (86.560%)
Train Epoch: 43, Test set: Average loss: 0.7564, Accuracy: 8688/10000 (86.880%)
Train Epoch: 44, Test set: Average loss: 0.7663, Accuracy: 8661/10000 (86.610%)
