Train Epoch: 1, Test set: Average loss: 1.4531, Accuracy: 6047/10000 (60.470%)
Train Epoch: 2, Test set: Average loss: 1.3532, Accuracy: 6235/10000 (62.350%)
Train Epoch: 3, Test set: Average loss: 1.3184, Accuracy: 6313/10000 (63.130%)
Train Epoch: 4, Test set: Average loss: 1.1581, Accuracy: 7202/10000 (72.020%)
Train Epoch: 5, Test set: Average loss: 0.9733, Accuracy: 8119/10000 (81.190%)
Train Epoch: 6, Test set: Average loss: 0.8721, Accuracy: 8511/10000 (85.110%)
Train Epoch: 7, Test set: Average loss: 0.7941, Accuracy: 8531/10000 (85.310%)
Train Epoch: 8, Test set: Average loss: 0.8109, Accuracy: 8660/10000 (86.600%)
Train Epoch: 9, Test set: Average loss: 0.7471, Accuracy: 8714/10000 (87.140%)
Train Epoch: 10, Test set: Average loss: 0.7504, Accuracy: 8717/10000 (87.170%)
Train Epoch: 11, Test set: Average loss: 0.7296, Accuracy: 8752/10000 (87.520%)
Train Epoch: 12, Test set: Average loss: 0.7103, Accuracy: 8772/10000 (87.720%)
Train Epoch: 13, Test set: Average loss: 0.7469, Accuracy: 8763/10000 (87.630%)
Train Epoch: 14, Test set: Average loss: 0.7108, Accuracy: 8799/10000 (87.990%)
Train Epoch: 15, Test set: Average loss: 0.6952, Accuracy: 8769/10000 (87.690%)
Train Epoch: 16, Test set: Average loss: 0.6962, Accuracy: 8850/10000 (88.500%)
Train Epoch: 17, Test set: Average loss: 0.6935, Accuracy: 8864/10000 (88.640%)
Train Epoch: 18, Test set: Average loss: 0.7082, Accuracy: 8865/10000 (88.650%)
Train Epoch: 19, Test set: Average loss: 0.6633, Accuracy: 8839/10000 (88.390%)
Train Epoch: 20, Test set: Average loss: 0.6780, Accuracy: 8851/10000 (88.510%)
Train Epoch: 21, Test set: Average loss: 0.6875, Accuracy: 8887/10000 (88.870%)
Train Epoch: 22, Test set: Average loss: 0.6557, Accuracy: 8887/10000 (88.870%)
Train Epoch: 23, Test set: Average loss: 0.6733, Accuracy: 8862/10000 (88.620%)
Train Epoch: 24, Test set: Average loss: 0.6551, Accuracy: 8902/10000 (89.020%)
Train Epoch: 25, Test set: Average loss: 0.6601, Accuracy: 8918/10000 (89.180%)
Train Epoch: 26, Test set: Average loss: 0.6572, Accuracy: 8926/10000 (89.260%)
Train Epoch: 27, Test set: Average loss: 0.6637, Accuracy: 8928/10000 (89.280%)
Train Epoch: 28, Test set: Average loss: 0.6430, Accuracy: 8935/10000 (89.350%)
Train Epoch: 29, Test set: Average loss: 0.6436, Accuracy: 8910/10000 (89.100%)
Train Epoch: 30, Test set: Average loss: 0.6282, Accuracy: 8907/10000 (89.070%)
Train Epoch: 31, Test set: Average loss: 0.6372, Accuracy: 8951/10000 (89.510%)
Train Epoch: 32, Test set: Average loss: 0.6159, Accuracy: 8918/10000 (89.180%)
